CustomerNumber,AccountName,Address,City,State,ZipCode,RouteNumber,ServiceFrequency,ServiceDays,Email,Phone,CreatedAt,password_hash,role
257360,COR Fleet Shop City Redding,20055 Viking Way,Redding,CA,960038295,05,Weekly,F,,,2025-03-05 00:29:16,,customer
257361,COR Solid Waste Welding Rdg,2255 Abernathy Ln,Redding,CA,960038057,05,Weekly,F,,,2025-03-05 00:29:16,,customer
257362,COR Rdg Power Plant Maint,17120 Clear Creek Rd,Redding,CA,960015107,05,Weekly,T,,,2025-03-05 00:29:16,,customer
257379,COR Stillwater Treatmentrdg,6475 Airport Road,Anderson,CA,96007,05,Weekly,W,,,2025-03-05 00:29:16,,customer
257380,COR Fire Station #2 Redding,3491 Placer St,Redding,CA,960012335,09,Weekly,F,,,2025-03-05 00:29:16,,customer
257401,COR Fire Station #4 Rdg,2605 S Bonnyview Rd,Redding,CA,960014516,05,Weekly,T,,,2025-03-05 00:29:16,,customer
257402,COR Fire Dept Headquarterdg,777 Cypress Ave,Redding,CA,960012718,05,Weekly,M,,,2025-03-05 00:29:16,,customer
257404,COR Fire Station #1 Rdg,1335 Shasta St,Redding,CA,960010625,11,Weekly,T,,,2025-03-05 00:29:16,,customer
257406,COR Fire Station #5,955 Hartnell Ave,Redding,CA,960022103,09,Weekly,W,,,2025-03-05 00:29:16,,customer
257407,COR Fire Station #8 Redding,131 Churn Creek Rd,Redding,CA,960033044,12,Weekly,T,,,2025-03-05 00:29:16,,customer
257408,Smelser Massage,"983 Mission De Oro Dr, St",Redding,CA,960033822,12,Weekly,W,,,2025-03-05 00:29:16,,customer
257409,COR Redding Airport,6751 Woodrum Cir,Redding,CA,960029386,75,Bi-Weekly,R,,,2025-03-05 00:29:16,,customer
257410,COR Fire Station 7 Redding,3772 Flight Ave,Redding,CA,960029387,75,Weekly,R,,,2025-03-05 00:29:16,,customer
257411,Commercial Landscapeserv,2780 Tarmac Rd,Redding,CA,96003,05,Weekly,F,,,2025-03-05 00:29:16,,customer
257513,Red Bluff CC - Call In Only,1500 S Jackson St,Red Bluff,CA,960804553,75,Weekly,W,,,2025-03-05 00:29:16,,customer
257727,Bella Vista Ele Main,22661 Old Alturas Rd,Bella Vista,CA,960089792,33,Weekly,M,,,2025-03-05 00:29:16,,customer
257728,Bella Vista Elem Kitchen,22661 Old Alturas Rd,Bella Vista,CA,960089792,33,Weekly,M,,,2025-03-05 00:29:16,,customer
261201,Value Inn & Suites,533 N Market St,Redding,CA,960033611,09,Weekly,F,,,2025-03-05 00:29:16,,customer
261216,Crossland 6 Gas Station,8215 Ca-99 E,Los Molinos,CA,96055,75,Weekly,W,,,2025-03-05 00:29:16,,customer
261258,Kaleidoscope Coffee,2380 Athens Ave,Redding,CA,960012817,11,Weekly,R,,,2025-03-05 00:29:16,,customer
261278,Crossland 6 - D/S,8215 Ca-99 E,Los Molinos,CA,96055,75,Weekly,W,,,2025-03-05 00:29:16,,customer
261699,Bell Automotive Service,2130 Balls Ferry Rd,Anderson,CA,960073405,05,Weekly,W,,,2025-03-05 00:29:16,,customer
261874,Five Guys Burgers,961 Dana Dr,Redding,CA,960034020,12,Weekly,MF,,,2025-03-05 00:29:16,,customer
261906,Covered Up - Catering,P.O. Box 312,Lakehead,CA,96051,75,Weekly,W,,,2025-03-05 00:29:16,,customer
262225,Apogee Surgery Center,1238 West St,Redding,CA,960010415,11,Weekly,MWF,,,2025-03-05 00:29:16,,customer
262271,Nor Cal Rewinding,4773 Mountain Lakes Blvd,Redding,CA,960031452,05,Weekly,M,,,2025-03-05 00:29:16,,customer
262451,Nuclear Medicine Assc,1950 Court St,Redding,CA,960011823,11,Weekly,T,,,2025-03-05 00:29:16,,customer
262472,Norms Automotive,2635 Hartnell Ave,Redding,CA,960022353,75,Weekly,R,,,2025-03-05 00:29:16,,customer
262746,The Habit #92,"1020 E Cypress Ave, Ste C",Redding,CA,960021114,12,Weekly,MF,,,2025-03-05 00:29:16,,customer
262786,Roto Rooter,19960 Countryside Ln,Redding,CA,96002,75,Weekly,R,,,2025-03-05 00:29:16,,customer
263775,Market Street  - D/S,1777 Market Street,Redding,CA,96001,12,Weekly,R,,,2025-03-05 00:29:16,,customer
263995,Azbill Parts Distribution,915 Merchant Unit #2,Redding,CA,96002,12,Weekly,W,,,2025-03-05 00:29:16,,customer
264236,Anderson Automotive,2966 Oak St,Anderson,CA,960073588,05,Weekly,W,,,2025-03-05 00:29:16,,customer
264305,Shasta Cosmetology - D/S,678 N Market St,Redding,CA,960033608,12,Weekly,R,,,2025-03-05 00:29:16,,customer
264538,View 202,202 Hemsted Dr,Redding,CA,960020912,12,Weekly,MWF,,,2025-03-05 00:29:16,,customer
264713,"Cascade Paint Supply, Inc",1220 California St,Redding,CA,960010629,11,Bi-Weekly,T,,,2025-03-05 00:29:16,,customer
264717,Cardan Aircraft Services,1950 Airport Blvd,Red Bluff,CA,960804554,75,Weekly,W,,,2025-03-05 00:29:16,,customer
264798,"Angelos Classic Import Serv, Inc",2668 Hartnell Ave,Redding,CA,960022317,75,Weekly,R,,,2025-03-05 00:29:16,,customer
265008,Taj Mahal,"1619 Hilltop Dr, Unit C",Redding,CA,960020240,12,Weekly,W,,,2025-03-05 00:29:16,,customer
265021,APEX Automotive,19841 Hirsch Ct,Anderson,CA,960074910,05,Weekly,T,,,2025-03-05 00:29:16,,customer
265377,Geris Weddings - Catering,1773 ST HWY 273,Anderson,CA,96007,05,Weekly,W,,,2025-03-05 00:29:16,,customer
265576,Nor-Cal Granite & Tile,3383 PACIFIC TRAIL #C,COTTONWOOD,CA,960224910,75,Weekly,T,,,2025-03-05 00:29:16,,customer
265578,Big Valley Sanitation,5551 Eastside Rd,Redding,CA,96001,05,Weekly,M,,,2025-03-05 00:29:16,,customer
265609,Einstein Bro's Bagels,"913 Dana Dr, Ste 3C",Redding,CA,960034020,12,Weekly,W,,,2025-03-05 00:29:16,,customer
265871,Rich's Mobile Auto,70 Alexander Ct,Susanville,CA,961304581,09,Bi-Weekly,T,,,2025-03-05 00:29:16,,customer
265978,Lassen Municipal Utility,65 S Roop St,Susanville,CA,961304335,09,Bi-Weekly,T,,,2025-03-05 00:29:16,,customer
266010,Lassen Municipal Service,1605 Chestnut St,Susanville,CA,961303774,09,Bi-Weekly,T,,,2025-03-05 00:29:16,,customer
266273,Applebee's #9970,220 Antelope Blvd,Red Bluff,CA,960802902,75,Weekly,M,,,2025-03-05 00:29:16,,customer
266275,Logan's Steakhouse #888,1955 Hilltop Dr,Redding,CA,960020211,12,Weekly,MWF,,,2025-03-05 00:29:16,,customer
266285,Applebee's #8912,1801 Hilltop Dr,Redding,CA,960020213,12,Weekly,W,,,2025-03-05 00:29:16,,customer
266628,RTA Construction,9614 Tanqueray Ct,Redding,CA,960036812,33,Bi-Weekly,T,,,2025-03-05 00:29:16,,customer
266660,Aaron Bjarnason DMD Inc,400 Hartnell Ave,Redding,CA,960021848,09,Bi-Weekly,W,,,2025-03-05 00:29:16,,customer
266685,Panda Express #1253 - D/S,966 Dana Dr,Redding,CA,960034079,12,Weekly,W,,,2025-03-05 00:29:16,,customer
266971,Northern CA Charging System,1410 Beltline Rd,Redding,CA,960031410,05,Weekly,M,,,2025-03-05 00:29:16,,customer
267378,Cafe Pagato,"1031 Butte St, Ste 120",Redding,CA,960010826,11,Weekly,W,,,2025-03-05 00:29:16,,customer
267501,Buds Garage,8975 Silver Bridge Rd,Palo Cedro,CA,960738769,33,Weekly,T,,,2025-03-05 00:29:16,,customer
267518,Institute Of Tech - D/S,1755 Hilltop Dr,Redding,CA,960020250,05,Weekly,M,,,2025-03-05 00:29:16,,customer
268330,Fearless 4 Wheel Drive,2165 Pine St,Redding,CA,960012690,09,Weekly,F,,,2025-03-05 00:29:16,,customer
268434,Shingletown Medical Center,31292 Alpine Meadows Rd,Shingletown,CA,960889462,33,Bi-Weekly,T,,,2025-03-05 00:29:16,,customer
268499,Foothill H/S Nutrition Services,9733 Deschutes Rd,Palo Cedro,CA,960738644,33,Weekly,T,,,2025-03-05 00:29:16,,customer
268653,View 202 - Janitorial,202 Hemsted Dr,Redding,CA,960020912,12,Weekly,MWF,,,2025-03-05 00:29:16,,customer
268784,Prestige Urgent Care,3689 Eureka Way,Redding,CA,960010177,11,Weekly,F,,,2025-03-05 00:29:16,,customer
268785,Showboat Lounge,"105 Hartnell Ave, Ste A",Redding,CA,960021841,09,Weekly,W,,,2025-03-05 00:29:16,,customer
268929,Superior Calif Investments,1824 Court St,Redding,CA,96001,12,Bi-Weekly,R,,,2025-03-05 00:29:16,,customer
269430,Carmona's Appliance & Mattress Center,2330 Churn Creek Road,Redding,CA,96002,09,Weekly,W,,,2025-03-05 00:29:16,,customer
269499,Hillside Church,621 Twin View Blvd,Redding,CA,960032001,33,Bi-Weekly,M,,,2025-03-05 00:29:16,,customer
270250,Red Bluff School Office - D/S,1755 Airport Blvd,Red Bluff,CA,960804514,75,Weekly,W,,,2025-03-05 00:29:16,,customer
270498,Chuck E Cheese,910 Hilltop Dr,Redding,CA,96003,12,Weekly,M,,,2025-03-05 00:29:16,,customer
270643,Co Co Mongolian Grill & Sushi,2705 Churn Creek Rd,Redding,CA,960021124,12,Weekly,T,,,2025-03-05 00:29:16,,customer
271035,COR REU,3611 Avtech Pkwy,Redding,CA,960029241,75,Weekly,R,,,2025-03-05 00:29:16,,customer
271040,Pit Stop Tire Depot,658 N Market St,Redding,CA,960033608,09,Weekly,F,,,2025-03-05 00:29:16,,customer
271451,California Welcome Center DS,1699 State Highway 273,Anderson,CA,960074282,05,Weekly,W,,,2025-03-05 00:29:16,,customer
271698,Steve Manning Construction,4977 Mountain Lakes Blvd,Redding,CA,960031456,05,Weekly,M,,,2025-03-05 00:29:16,,customer
271765,COR Electric Utility,"20055 Viking Way, Bldg 2",Redding,CA,960038295,05,Weekly,F,,,2025-03-05 00:29:16,,customer
272039,Dr. Holpuch,384 Hartnell Ave,Redding,CA,960021846,09,Weekly,W,,,2025-03-05 00:29:16,,customer
272233,Tehama County Dept of Ed - DS,1135 Lincoln St,Red Bluff,CA,960803126,75,Weekly,W,,,2025-03-05 00:29:16,,customer
272271,Highland Ranch Resort,41515 State Highway 36 E,Mill Creek,CA,960619716,75,Weekly,F,,,2025-03-05 00:29:16,,customer
272957,G&R Auto Parts LLC,11095 Hwy 99 West,Red Bluff,CA,96080,75,Weekly,M,,,2025-03-05 00:29:16,,customer
272996,Torr Industries - D/S,4564 Caterpillar Rd,Redding,CA,96003,05,Weekly,M,,,2025-03-05 00:29:16,,customer
273027,Karline's,1100 Center St,Redding,CA,960010514,12,Weekly,TR,,,2025-03-05 00:29:16,,customer
273300,Logan's Steakhouse - D/S,1955 Hilltop Dr,Redding,CA,960020211,12,Weekly,MWF,,,2025-03-05 00:29:16,,customer
273691,FN - IPS Oak Mesa,1870 Oak Mesa Ln,Redding,CA,960039610,05,Weekly,F,,,2025-03-05 00:29:16,,customer
273693,FN - North Valley Services,16993 McCoy Rd,Cottonwood,CA,960229393,75,Weekly,F,,,2025-03-05 00:29:16,,customer
273694,FN - North Valley Services,502 Lucknow Ave,Red Bluff,CA,960802040,75,Weekly,T,,,2025-03-05 00:29:16,,customer
273695,FN - NORCAL Residential,7224 Granada Dr,Redding,CA,960029738,75,Weekly,R,,,2025-03-05 00:29:16,,customer
273930,Vibra Hospital of Northern Calif,2801 Eureka Way,Redding,CA,960010222,03,Weekly,MWF,,,2025-03-05 00:29:16,,customer
274083,Alpine Beverage,795 Alexander Ave,Susanville,CA,961304678,09,Bi-Weekly,T,,,2025-03-05 00:29:16,,customer
274314,Shasta Lake Pizza Factory,4432 Shasta Dam Blvd,Shasta Lake,CA,960199418,05,Weekly,R,,,2025-03-05 00:29:16,,customer
274371,The Dip,1730 California St,Redding,CA,960011905,12,Weekly,R,,,2025-03-05 00:29:16,,customer
274378,Kaleidoscope Coffee,2258 North St,Anderson,CA,960073437,05,Weekly,W,,,2025-03-05 00:29:16,,customer
274672,Disappearing Act,2143 Airpark Dr,Redding,CA,960012433,11,Weekly,T,,,2025-03-05 00:29:16,,customer
274895,250 Hemsted LP,250 Hemsted Dr,Redding,CA,960020911,05,Weekly,M,,,2025-03-05 00:29:16,,customer
274936,OBSIDIAN,2770 Eureka Way,Redding,CA,960010223,11,Bi-Weekly,M,,,2025-03-05 00:29:16,,customer
274952,Vibra - Housekeeping,2801 Eureka Way,Redding,CA,960010222,03,Weekly,MWF,,,2025-03-05 00:29:16,,customer
274954,Vibra - Dietary,2801 Eureka Way,Redding,CA,960010222,03,Weekly,MWF,,,2025-03-05 00:29:16,,customer
275540,Golden Rule Small Engine,22835 Antelope Blvd Suite A,Red Bluff,CA,960808817,75,Weekly,W,,,2025-03-05 00:29:16,,customer
275549,SCOE Transportation Bus Maintenance,3169 S Market St,Redding,CA,960013533,05,Weekly,M,,,2025-03-05 00:29:16,,customer
275550,SCOE Transportation Office,3169 S Market St,Redding,CA,960013533,05,Weekly,M,,,2025-03-05 00:29:16,,customer
276258,Kaleidoscope Coffee,960 Lake Blvd,Redding,CA,960034003,33,Weekly,M,,,2025-03-05 00:29:16,,customer
276430,SNL Group,9818 Holton Way,Redding,CA,96003,05,Weekly,F,,,2025-03-05 00:29:16,,customer
276615,Wienerschnitzel,1120 N Market Street,Redding,CA,96002,12,Weekly,R,,,2025-03-05 00:29:16,,customer
276771,Labcorp - CAB050,1850 Spring Ridge Dr. #A,Susanville,CA,96130,09,Weekly,T,,,2025-03-05 00:29:16,,customer
276959,Munchkin University,2620 Railroad Ave,Redding,CA,96001,11,Bi-Weekly,T,,,2025-03-05 00:29:16,,customer
277399,RCC - Facility Services,4200 Bechelli Ln,Redding,CA,96002,11,Weekly,R,,,2025-03-05 00:29:16,,customer
277484,Wings & Wheels,1760 Airport Blvd.,Red Bluff,CA,96080,75,Weekly,W,,,2025-03-05 00:29:16,,customer
277795,Shasta Pathology Associates,2036 Railroad Ave,Redding,CA,96001,11,Weekly,T,,,2025-03-05 00:29:16,,customer
277796,USA Tires,2251 Hartnell Ave # 1,Redding,CA,96002,09,Weekly,W,,,2025-03-05 00:29:16,,customer
277874,Sundial Lodge,1055 N. Market Street,Redding,CA,96001,09,Weekly,F,,,2025-03-05 00:29:16,,customer
278085,TLC Dermatology Medical Center,375 Smile Place Suite B,Redding,CA,96001,09,Weekly,W,,,2025-03-05 00:29:16,,customer
278132,Nello's Place,3055 Bechelli Lane,Redding,CA,96002,12,Weekly,TF,,,2025-03-05 00:29:16,,customer
278198,Shasta Ortho SOSM,1255 Liberty St,Redding,CA,96001,33,Weekly,MWF,,,2025-03-05 00:29:16,,customer
278200,Shasta Ortho LPT,1255 Liberty St,Redding,CA,96001,33,Weekly,MWF,,,2025-03-05 00:29:16,,customer
278202,Shasta Ortho Mats,1255 Liberty St,Redding,CA,96001,33,Weekly,F,,,2025-03-05 00:29:16,,customer
278326,Muse Concrete Contractors Inc,8599 Commercial Way,Redding,CA,96002,75,Bi-Weekly,R,,,2025-03-05 00:29:16,,customer
278780,Fusion Lounge,1545 Placer Street,Redding,CA,96001,33,Weekly,W,,,2025-03-05 00:29:16,,customer
278815,RCC - Maintenance,3994 Golf Drive,Redding,CA,96002,11,Weekly,R,,,2025-03-05 00:29:16,,customer
278957,Institute Of Tech - NHI,1755 Hilltop Dr,Redding,CA,96002,05,Weekly,M,,,2025-03-05 00:29:16,,customer
279032,BLVD Body Shop,1045 Hartnell Ave,Redding,CA,96002,09,Weekly,W,,,2025-03-05 00:29:16,,customer
279039,COR Elect. Tech BLD 3,20055 Viking Way Building #4,Redding,CA,96003,05,Weekly,F,,,2025-03-05 00:29:16,,customer
279042,COR Elect. Tech C.Creek,2220 Metz Rd,Redding,CA,96001,05,Weekly,T,,,2025-03-05 00:29:16,,customer
279145,Lake Redding Golf,1795 Benton Drive,Redding,CA,96003,33,Weekly,M,,,2025-03-05 00:29:16,,customer
279241,Kirk Taylor's GM Speciality,2635 Hartnell Ave,Redding,CA,96002,75,Weekly,R,,,2025-03-05 00:29:16,,customer
279524,Shasta Ortho LPT - COG Hot Pads,1255 Liberty St,Redding,CA,96001,33,Weekly,F,,,2025-03-05 00:29:16,,customer
279597,Lassen Union HS District - D/S,1324 Cornell Street,Susanville,CA,96130,09,Weekly,T,,,2025-03-05 00:29:16,,customer
279644,7 Eleven,3100 North Street,Anderson,CA,96007,05,Weekly,W,,,2025-03-05 00:29:16,,customer
279814,Rocky Point Charter School,3500 Tamarack Dr,Redding,CA,96003,33,Weekly,M,,,2025-03-05 00:29:16,,customer
280003,Shasta Lanes,11093 Black Marble Ln,Redding,CA,96003,33,Weekly,F,,,2025-03-05 00:29:16,,customer
280206,Spectrum Prosthetics,1844 South St.,Redding,CA,96001,12,Weekly,R,,,2025-03-05 00:29:16,,customer
280322,V F W Post 9650,3210 W. Center Street,Anderson,CA,96007,05,Weekly,W,,,2025-03-05 00:29:16,,customer
280562,MD Imaging - D/S,2020 Court St,Redding,CA,960011822,11,Weekly,MTWRF,,,2025-03-05 00:29:16,,customer
280564,Wellness One Chiropractic DS,2515 Park Marina Ave Ste 101,Redding,CA,96001,11,Bi-Weekly,R,,,2025-03-05 00:29:16,,customer
280879,North Cow Creek School,10619 Swede Creek Rd,Pala Cedro,CA,96073,33,Bi-Weekly,T,,,2025-03-05 00:29:16,,customer
280880,North Cow Creek School - D/S,10619 Swede Creek Rd,Palo Cedro,CA,96073,33,Bi-Weekly,T,,,2025-03-05 00:29:16,,customer
280882,Junction Elementary School,9087 Deschutes Rd,Palo Cedro,CA,96073,33,Weekly,T,,,2025-03-05 00:29:16,,customer
280974,Salon 705,615 Main St,Susanville,CA,96130,09,Weekly,T,,,2025-03-05 00:29:16,,customer
281062,LC-POA-Maintenance,22488 Rio Alto Dr,Cottonwood,CA,96002,75,Weekly,T,,,2025-03-05 00:29:16,,customer
281064,LC-POA-Main Office,19999 Lake California Dr,Cottonwood,CA,96002,75,Weekly,T,,,2025-03-05 00:29:16,,customer
281066,LC-POA-Lake Club,22431 Rio Alto Dr.,Cottonwood,CA,96002,75,Weekly,T,,,2025-03-05 00:29:16,,customer
281067,LC-POA-Lake Club Linen,19999 Lake California Dr,Cottonwood,CA,96002,75,Weekly,T,,,2025-03-05 00:29:16,,customer
282015,Jack's Grill,1743 California Street,Redding,CA,96001,12,Weekly,MR,,,2025-03-05 00:29:16,,customer
282016,Jack's Grill - D/S,1743 California Street,Redding,CA,96001,12,Weekly,R,,,2025-03-05 00:29:16,,customer
282117,Surgery Center of Northern California,950 Butte Street,Redding,CA,96001,11,Weekly,TR,,,2025-03-05 00:29:16,,customer
282183,Ravizza Redding Mall LLC,1600-1636 Market Street,Redding,CA,96001,12,Bi-Weekly,R,,,2025-03-05 00:29:16,,customer
282978,Spirit Gas,2525 Main Street,Susanville,CA,96130,09,Bi-Weekly,T,,,2025-03-05 00:29:16,,customer
282984,Superior Auto Body,2201 Main Street,Susanville,CA,96130,09,Weekly,T,,,2025-03-05 00:29:16,,customer
283612,Oasis Shell,18850 Old Oasis Rd,Redding,CA,96003,05,Bi-Weekly,R,,,2025-03-05 00:29:16,,customer
283613,Shasta Lake Shell,1725 Cascade Blvd,Shast Lake,CA,96019,05,Bi-Weekly,R,,,2025-03-05 00:29:16,,customer
283647,Torr Industries,4564 Catapillar,Redding,CA,96003,05,Weekly,M,,,2025-03-05 00:29:16,,customer
283677,Dr. Kahn - Cardiovascular Surgical Center,2415 Sonoma St - Suite C,Redding,CA,96001,11,Weekly,M,,,2025-03-05 00:29:16,,customer
283743,SRMC - Dietary,1450 Liberty St,Redding,CA,96001,11,Weekly,W,,,2025-03-05 00:29:16,,customer
283880,Tracy Wilder / Leo Jones Propane,11851 Hootenanny Way,Redding,CA,96003,33,Weekly,M,,,2025-03-05 00:29:16,,customer
284030,Premier Towing,6076 CA - 273,Anderson,CA,96007,05,Bi-Weekly,W,,,2025-03-05 00:29:16,,customer
284610,Fast Track Food & Fuel,9539 Old Oregon Trail,Redding,CA,96003,33,Weekly,T,,,2025-03-05 00:29:16,,customer
284916,Boba Tea and Coffee,2999 Churn Creek Rd,Redding,CA,96002,33,Bi-Weekly,F,,,2025-03-05 00:29:16,,customer
285028,Surgery Center of Northern Ca - D/S,950 Butte Street,Redding,CA,96001,11,Weekly,TR,,,2025-03-05 00:29:16,,customer
285029,Auto World,105 N Spring Street,Susanville,CA,96130,09,Weekly,T,,,2025-03-05 00:29:16,,customer
285120,Jersey Mike's Subs Store # 20111,835 Browning St Unit B,Redding,CA,96003,12,Weekly,F,,,2025-03-05 00:29:16,,customer
285128,Simpson U Nursing,2211 College View Dr,Redding,CA,96003,01,Weekly,MWF,,,2025-03-05 00:29:16,,customer
285213,Cornerstone Community Bank,1845 California Street,Redding,CA,96001,11,Bi-Weekly,T,,,2025-03-05 00:29:16,,customer
285331,Dr. Parvin Carter DDS,1548 East Street,Redding,CA,96001,11,Weekly,W,,,2025-03-05 00:29:16,,customer
285358,Xtreme Cycle & Motor Sports,2918 South Markets St,Redding,CA,96001,12,Bi-Weekly,T,,,2025-03-05 00:29:16,,customer
285622,Giouann's Hair Affair,30 North McDow Street,Susanville,CA,96130,09,Weekly,T,,,2025-03-05 00:29:16,,customer
285666,Tea For You,1340 Churn Creek Rd,Redding,CA,96003,12,Weekly,T,,,2025-03-05 00:29:16,,customer
285690,Grocery Outlet,1981 Hwy 273,Anderson,CA,96007,05,Weekly,W,,,2025-03-05 00:29:16,,customer
285917,Applebee's Janitorial,1801 Hilltop Drive,Redding,CA,96002,12,Weekly,W,,,2025-03-05 00:29:16,,customer
285936,Post Office Saloon,1636 Market Street,Redding,CA,960011021,12,Weekly,R,,,2025-03-05 00:29:16,,customer
285938,Post Office Saloon D/S,1636 Market Street,Redding,CA,960011021,12,Weekly,R,,,2025-03-05 00:29:16,,customer
286380,Reliable R.V.,702-345 Johnstonville Rd,Susanville,CA,96130,09,Bi-Weekly,T,,,2025-03-05 00:29:16,,customer
286457,Maruti Oil,31540 Street Hwy 3,Weaverville,CA,96093,09,Bi-Weekly,R,,,2025-03-05 00:29:16,,customer
286612,Enterprise H.S. Kitchen - Summer Hold,3411 Churn Creek Rd,Redding,CA,96002,33,Bi-Weekly,W,,,2025-03-05 00:29:16,,customer
286766,Shasta Eye Medical Group Store # 900 D/S,900 Butte Street,Redding,CA,96001,11,Weekly,T,,,2025-03-05 00:29:16,,customer
286767,Shasta Eye Medical Group Store # 3190 D/S,3190 Churn Creek Rd,Redding,CA,96002,11,Weekly,M,,,2025-03-05 00:29:16,,customer
287458,A-1 Smog & Auto Repair,513 North Market Street,Redding,CA,96003,05,Weekly,T,,,2025-03-05 00:29:16,,customer
287563,AV - Sheraton @ Sundial Bridge,820 Sundial Bridge Dr.,Redding,CA,96001,12,Weekly,TF,,,2025-03-05 00:29:16,,customer
287627,Grant School DS,8835 Swasey Dr,Redding,CA,96001,11,Weekly,M,,,2025-03-05 00:29:16,,customer
287888,Sunshine Food & Gas,22700 Antelope Blvd.,Red Bluff,CA,96080,75,Bi-Weekly,W,,,2025-03-05 00:29:16,,customer
288140,Holiday Mkt #64 Grocery,1301 Main Street,Weaverville,CA,96093,09,Weekly,R,,,2025-03-05 00:29:16,,customer
288141,Holiday Mkt #64 Linen,1301 Main Street,Weaverville,CA,96093,09,Weekly,R,,,2025-03-05 00:29:16,,customer
288143,Fratelli's Pizza,1774 California Street,Redding,CA,96001,12,Weekly,R,,,2025-03-05 00:29:16,,customer
288196,Gold Hills Golf Club,"1950 Gold Hills Dr,",Redding,CA,96003,05,Weekly,F,,,2025-03-05 00:29:16,,customer
288386,California Highway Patrol,472-400 Diamond Crest Rd,Susanville,CA,961305001,09,Weekly,T,,,2025-03-05 00:29:16,,customer
288421,Shasta Baptist,6600 Westside Rd,Redding,CA,96001,05,Bi-Weekly,T,,,2025-03-05 00:29:16,,customer
288459,AV - Sheraton House Keeping,820 Sundial Bridge Dr.,Redding,CA,96001,12,Weekly,T,,,2025-03-05 00:29:16,,customer
288469,Rocha's Auto Service,2506 Hartnell Ave,Redding,CA,96003,75,Weekly,R,,,2025-03-05 00:29:16,,customer
288480,Kuper's Automotive Repair,425 Antelope Blvd.,Red Bluff,CA,96080,75,Weekly,M,,,2025-03-05 00:29:16,,customer
288482,Kuper's Auto D/S,425 Antelope Blvd.,Red Bluff,CA,96080,75,Weekly,M,,,2025-03-05 00:29:16,,customer
288806,Harvey's Market,9975 Hwy 99,Proberta,CA,96078,75,Bi-Weekly,M,,,2025-03-05 00:29:16,,customer
289017,Panda Express D/S,5000 Rhonda Rd,Anderson,CA,96007,05,Weekly,W,,,2025-03-05 00:29:16,,customer
289385,Red Lion Hotel - Catering,1830 Hilltop Dr,Redding,CA,96002,12,Weekly,F,,,2025-03-05 00:29:16,,customer
289386,Red Lion Hotel,1830 Hilltop Dr,Redding,CA,96002,12,Weekly,F,,,2025-03-05 00:29:16,,customer
289444,Super 8,2975 Johnston Ville Rd,Susanville,CA,96130,09,Bi-Weekly,T,,,2025-03-05 00:29:16,,customer
290005,Black Rose Coffee & Tea,9539 Old Oregon Trail,Redding,CA,96003,33,Weekly,T,,,2025-03-05 00:29:16,,customer
290083,Susanville Chevron,1530 Main Street,Susanville,CA,93450,09,Bi-Weekly,T,,,2025-03-05 00:29:16,,customer
290501,Mosaic D/S,826 Sundial Bridge Dr.,Redding,CA,96001,12,Weekly,TF,,,2025-03-05 00:29:16,,customer
290503,Chrysalis Charter School D/S,21945 Old 44 Dr.,Palo Cedro,CA,96073,33,Bi-Weekly,T,,,2025-03-05 00:29:16,,customer
290869,Hill Country Health & Wellness Center,1401 Gold Street,Redding,CA,96001,11,Weekly,F,,,2025-03-05 00:29:16,,customer
290880,Lassen View Elem School,10818 CA-99,Los Molinos,CA,96055,75,Bi-Weekly,W,,,2025-03-05 00:29:16,,customer
290893,Bella Vista School / Supplies,22661 Old Alturas Rd.,Bella Vista,CA,96008,33,Weekly,M,,,2025-03-05 00:29:16,,customer
290906,Ridgeview Residential Center,2096 Cascade Blvd.,Shasta Lake,CA,96019,05,Weekly,R,,,2025-03-05 00:29:16,,customer
291124,SC-Facilities - Maintenance,1958 Placer Street,Redding,CA,96001,11,Weekly,T,,,2025-03-05 00:29:16,,customer
291128,SC-Fleet Management,1654 Court Street,Redding,CA,96001,11,Weekly,T,,,2025-03-05 00:29:16,,customer
291130,SC-Corp Yard - Roads,4363 Eastside Rd,Redding,CA,96001,11,Weekly,T,,,2025-03-05 00:29:16,,customer
291132,SC-Corp Yard - Shop,4413 Eastside Rd,Redding,CA,96001,11,Weekly,T,,,2025-03-05 00:29:16,,customer
291133,SC-Shasta County Fire,875 Cypress Ave,Redding,CA,96001,05,Weekly,M,,,2025-03-05 00:29:16,,customer
291135,SC-Sheriff / Coronor's Office,4555 Veteran Lane,Redding,CA,96001,11,Weekly,T,,,2025-03-05 00:29:16,,customer
291360,Sierra Pacific Industries,19794 Riverside Drive,Anderson,CA,96007,05,Bi-Weekly,W,,,2025-03-05 00:29:16,,customer
291361,Jersey Mike's Subs D/S,835 Browning,Redding,CA,96003,12,Weekly,F,,,2025-03-05 00:29:16,,customer
291365,SC-AG Dept,3179 Bechelli Ln Ste 210,Redding,CA,96002,01,Weekly,M,,,2025-03-05 00:29:16,,customer
291461,Prestige Urgent Care Central,85 Hartnell Suite 100,Redding,CA,96002,12,Weekly,M,,,2025-03-05 00:29:16,,customer
291462,Shasta Lake City Community Center,4499 Main Street,Shasta Lake,CA,96019,05,Bi-Weekly,R,,,2025-03-05 00:29:16,,customer
292663,Panda Express DS # 3022,4660 Churn Creek,Redding,CA,96002,33,Weekly,F,,,2025-03-05 00:29:16,,customer
